year_ceremony,category,name,film,winner
1936,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Mutiny on the Bounty,FALSE
1936,MUSIC (Scoring),"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)",Peter Ibbetson,FALSE
1936,MUSIC (Song),Music and Lyrics by Irving Berlin,Top Hat,FALSE
1936,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh,Roberta,FALSE
1936,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Gold Diggers of 1935,TRUE
1936,OUTSTANDING PRODUCTION,RKO Radio,Alice Adams,FALSE
1936,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Broadway Melody of 1936,FALSE
1936,OUTSTANDING PRODUCTION,Cosmopolitan,Captain Blood,FALSE
1936,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,David Copperfield,FALSE
1936,OUTSTANDING PRODUCTION,RKO Radio,The Informer,FALSE
1936,OUTSTANDING PRODUCTION,20th Century,Les Miserables,FALSE
1936,OUTSTANDING PRODUCTION,Paramount,The Lives of a Bengal Lancer,FALSE
1936,OUTSTANDING PRODUCTION,Warner Bros.,A Midsummer Night's Dream,FALSE
1936,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Mutiny on the Bounty,TRUE
1936,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Naughty Marietta,FALSE
1936,OUTSTANDING PRODUCTION,Paramount,Ruggles of Red Gap,FALSE
1936,OUTSTANDING PRODUCTION,RKO Radio,Top Hat,FALSE
1936,SHORT SUBJECT (Cartoon),Harman-Ising,The Calico Dragon,FALSE
1936,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Three Orphan Kittens,TRUE
1936,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Who Killed Cock Robin?,FALSE
1936,SHORT SUBJECT (Comedy),"Jack Chertok, Producer",How to Sleep,TRUE
1936,SHORT SUBJECT (Comedy),"Jules White, Producer","Oh, My Nerves",FALSE
1936,SHORT SUBJECT (Comedy),"Hal Roach, Producer",Tit for Tat,FALSE
1936,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Audioscopiks,FALSE
1936,SHORT SUBJECT (Novelty),Universal,Camera Thrills,FALSE
1936,SHORT SUBJECT (Novelty),Gaumont British and Skibo Productions,Wings over Mt. Everest,TRUE
1936,SOUND RECORDING,"Universal Studio Sound Department, Gilbert Kurland, Sound Director",Bride of Frankenstein,FALSE
1936,SOUND RECORDING,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",Captain Blood,FALSE
1936,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Dark Angel,FALSE
1936,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",I Dream Too Much,FALSE
1936,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Lives of a Bengal Lancer,FALSE
1936,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Love Me Forever,FALSE
1936,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Naughty Marietta,TRUE
1936,SOUND RECORDING,Republic Studio Sound Department,"$1,000 a Minute",FALSE
1936,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Thanks a Million,FALSE
1936,WRITING,Moss Hart,Broadway Melody of 1936,FALSE
1936,WRITING,Gregory Rogers,G-Men,FALSE
1936,WRITING,"Don Hartman, Stephen Avery",The Gay Deception,FALSE
1936,WRITING,"Ben Hecht, Charles MacArthur",The Scoundrel,TRUE
1936,WRITING (Screenplay),Casey Robinson,Captain Blood,FALSE
1936,WRITING (Screenplay),Dudley Nichols,The Informer,TRUE
1936,WRITING (Screenplay),"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer,FALSE
1936,WRITING (Screenplay),"Talbot Jennings, Jules Furthman, Carey Wilson",Mutiny on the Bounty,FALSE
1936,SPECIAL AWARD, David Wark Griffith,,TRUE
1937,ACTOR,Gary Cooper,Mr. Deeds Goes to Town,FALSE
1937,ACTOR,Walter Huston,Dodsworth,FALSE
1937,ACTOR,Paul Muni,The Story of Louis Pasteur,TRUE
1937,ACTOR,William Powell,My Man Godfrey,FALSE
1937,ACTOR,Spencer Tracy,San Francisco,FALSE
1937,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,FALSE
1937,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,TRUE
1937,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,FALSE
1937,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,FALSE
1937,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,FALSE
1937,ACTRESS,Irene Dunne,Theodora Goes Wild,FALSE
1937,ACTRESS,Gladys George,Valiant Is the Word for Carrie,FALSE
1937,ACTRESS,Carole Lombard,My Man Godfrey,FALSE
1937,ACTRESS,Luise Rainer,The Great Ziegfeld,TRUE
1937,ACTRESS,Norma Shearer,Romeo and Juliet,FALSE
1937,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,FALSE
1937,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,FALSE
1937,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,FALSE
1937,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,FALSE
1937,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,TRUE
1937,ART DIRECTION,Anton Grot,Anthony Adverse,FALSE
1937,ART DIRECTION,Richard Day,Dodsworth,TRUE
1937,ART DIRECTION,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",The Great Ziegfeld,FALSE
1937,ART DIRECTION,William S. Darling,Lloyds of London,FALSE
1937,ART DIRECTION,"Albert S. D'Agostino, Jack Otterson",The Magnificent Brute,FALSE
1937,ART DIRECTION,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",Romeo and Juliet,FALSE
1937,ART DIRECTION,Perry Ferguson,Winterset,FALSE
1937,ASSISTANT DIRECTOR,William Cannon,Anthony Adverse,FALSE
1937,ASSISTANT DIRECTOR,Jack Sullivan,The Charge of the Light Brigade,TRUE
1937,ASSISTANT DIRECTOR,Eric G. Stacey,The Garden of Allah,FALSE
1937,ASSISTANT DIRECTOR,Clem Beauchamp,The Last of the Mohicans,FALSE
1937,ASSISTANT DIRECTOR,Joseph Newman,San Francisco,FALSE
1937,CINEMATOGRAPHY,Gaetano Gaudio,Anthony Adverse,TRUE
1937,CINEMATOGRAPHY,Victor Milner,The General Died at Dawn,FALSE
1937,CINEMATOGRAPHY,George Folsey,The Gorgeous Hussy,FALSE
1937,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1937,FALSE
1937,DANCE DIRECTION,Bobby Connolly,Cain and Mabel,FALSE
1937,DANCE DIRECTION,Seymour Felix,The Great Ziegfeld,TRUE
1937,DANCE DIRECTION,Dave Gould,Born to Dance,FALSE
1937,DANCE DIRECTION,Jack Haskell,One in a Million,FALSE
1937,DANCE DIRECTION,Russell Lewis,Dancing Pirate,FALSE
1937,DANCE DIRECTION,Hermes Pan,Swing Time,FALSE
1937,DIRECTING,William Wyler,Dodsworth,FALSE
1937,DIRECTING,Robert Z. Leonard,The Great Ziegfeld,FALSE
1937,DIRECTING,Frank Capra,Mr. Deeds Goes to Town,TRUE
1937,DIRECTING,Gregory La Cava,My Man Godfrey,FALSE
1937,DIRECTING,W. S. Van Dyke,San Francisco,FALSE
1937,FILM EDITING,Ralph Dawson,Anthony Adverse,TRUE
1937,FILM EDITING,Edward Curtiss,Come and Get It,FALSE
1937,FILM EDITING,William S. Gray,The Great Ziegfeld,FALSE
1937,FILM EDITING,Barbara McLean,Lloyds of London,FALSE
1937,FILM EDITING,Conrad A. Nervig,A Tale of Two Cities,FALSE
1937,FILM EDITING,Otto Meyer,Theodora Goes Wild,FALSE
1937,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse,TRUE
1937,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Charge of the Light Brigade,FALSE
1937,MUSIC (Scoring),"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Garden of Allah,FALSE
1937,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",The General Died at Dawn,FALSE
1937,MUSIC (Scoring),"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",Winterset,FALSE
1937,MUSIC (Song),Music by Walter Donaldson; Lyrics by Harold Adamson,Suzy,FALSE
1937,MUSIC (Song),Music and Lyrics by Cole Porter,Born to Dance,FALSE
1937,MUSIC (Song),Music by Louis Alter; Lyrics by Sidney Mitchell,Trail of the Lonesome Pine,FALSE
1937,MUSIC (Song),Music by Arthur Johnston; Lyrics by Johnny Burke,Pennies from Heaven,FALSE
1937,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields,Swing Time,TRUE
1937,MUSIC (Song),Music by Richard A. Whiting; Lyrics by Walter Bullock,"Sing, Baby, Sing",FALSE
1937,OUTSTANDING PRODUCTION,Warner Bros.,Anthony Adverse,FALSE
1937,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dodsworth,FALSE
1937,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Great Ziegfeld,TRUE
1937,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Libeled Lady,FALSE
1937,OUTSTANDING PRODUCTION,Columbia,Mr. Deeds Goes to Town,FALSE
1937,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Romeo and Juliet,FALSE
1937,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,FALSE
1937,OUTSTANDING PRODUCTION,Cosmopolitan,The Story of Louis Pasteur,FALSE
1937,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,A Tale of Two Cities,FALSE
1937,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,FALSE
1937,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Country Cousin,TRUE
1937,SHORT SUBJECT (Cartoon),Harman-Ising,Old Mill Pond,FALSE
1937,SHORT SUBJECT (Cartoon),Paramount,Sinbad the Sailor,FALSE
1937,SHORT SUBJECT (Color),Warner Bros.,Give Me Liberty,TRUE
1937,SHORT SUBJECT (Color),"Lewis Lewyn, Producer",La Fiesta de Santa Barbara,FALSE
1937,SHORT SUBJECT (Color),Paramount,Popular Science J-6-2,FALSE
1937,SHORT SUBJECT (One-reel),"Hal Roach, Producer",Bored of Education,TRUE
1937,SHORT SUBJECT (One-reel),Paramount,Moscow Moods,FALSE
1937,SHORT SUBJECT (One-reel),"Pete Smith, Producer","Wanted, a Master",FALSE
1937,SHORT SUBJECT (Two-reel),Warner Bros.,Double or Nothing,FALSE
1937,SHORT SUBJECT (Two-reel),RKO Radio,Dummy Ache,FALSE
1937,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,The Public Pays,TRUE
1937,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Banjo on My Knee,FALSE
1937,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",The Charge of the Light Brigade,FALSE
1937,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",Dodsworth,FALSE
1937,SOUND RECORDING,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",General Spanky,FALSE
1937,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Mr. Deeds Goes to Town,FALSE
1937,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",San Francisco,TRUE
1937,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Texas Rangers,FALSE
1937,SOUND RECORDING,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",That Girl from Paris,FALSE
1937,SOUND RECORDING,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",Three Smart Girls,FALSE
1937,WRITING,Norman Krasna,Fury,FALSE
1937,WRITING,William Anthony McGuire,The Great Ziegfeld,FALSE
1937,WRITING,Robert Hopkins,San Francisco,FALSE
1937,WRITING,"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,TRUE
1937,WRITING,Adele Comandini,Three Smart Girls,FALSE
1937,WRITING (Screenplay),"Frances Goodrich, Albert Hackett",After the Thin Man,FALSE
1937,WRITING (Screenplay),Sidney Howard,Dodsworth,FALSE
1937,WRITING (Screenplay),Robert Riskin,Mr. Deeds Goes to Town,FALSE
1937,WRITING (Screenplay),"Eric Hatch, Morris Ryskind",My Man Godfrey,FALSE
1937,WRITING (Screenplay),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,TRUE
1937,SPECIAL AWARD, The March of Time for its significance to motion pictures and for having revolutionized one of the most important branches of the industry - the newsreel.,,TRUE
1937,SPECIAL AWARD, W. Howard Greene and Harold Rosson for the color cinematography of the Selznick International Production,,TRUE
1938,ACTOR,Charles Boyer,Conquest,FALSE
1938,ACTOR,Fredric March,A Star Is Born,FALSE
1938,ACTOR,Robert Montgomery,Night Must Fall,FALSE
1938,ACTOR,Paul Muni,The Life of Emile Zola,FALSE
1938,ACTOR,Spencer Tracy,Captains Courageous,TRUE
1938,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,FALSE
1938,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,FALSE
1938,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,TRUE
1938,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,FALSE
1938,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,FALSE
1938,ACTRESS,Irene Dunne,The Awful Truth,FALSE
1938,ACTRESS,Greta Garbo,Camille,FALSE
1938,ACTRESS,Janet Gaynor,A Star Is Born,FALSE
1938,ACTRESS,Luise Rainer,The Good Earth,TRUE
1938,ACTRESS,Barbara Stanwyck,Stella Dallas,FALSE
1938,ACTRESS IN A SUPPORTING ROLE,Alice Brady,In Old Chicago,TRUE
1938,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,Stage Door,FALSE
1938,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,Stella Dallas,FALSE
1938,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,FALSE
1938,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Night Must Fall,FALSE
1938,ART DIRECTION,"Cedric Gibbons, William Horning",Conquest,FALSE
1938,ART DIRECTION,Carroll Clark,A Damsel in Distress,FALSE
1938,ART DIRECTION,Richard Day,Dead End,FALSE
1938,ART DIRECTION,Wiard Ihnen,Every Day's a Holiday,FALSE
1938,ART DIRECTION,Anton Grot,The Life of Emile Zola,FALSE
1938,ART DIRECTION,Stephen Goosson,Lost Horizon,TRUE
1938,ART DIRECTION,John Victor Mackay,Manhattan Merry-Go-Round,FALSE
1938,ART DIRECTION,Lyle Wheeler,The Prisoner of Zenda,FALSE
1938,ART DIRECTION,"Hans Dreier, Roland Anderson",Souls at Sea,FALSE
1938,ART DIRECTION,Alexander Toluboff,Walter Wanger's Vogues of 1938,FALSE
1938,ART DIRECTION,"William S. Darling, David Hall",Wee Willie Winkie,FALSE
1938,ART DIRECTION,Jack Otterson,You're a Sweetheart,FALSE
1938,ASSISTANT DIRECTOR,Robert Webb,In Old Chicago,TRUE
1938,ASSISTANT DIRECTOR,Russ Saunders,The Life of Emile Zola,FALSE
1938,ASSISTANT DIRECTOR,"C. C. Coleman, Jr.",Lost Horizon,FALSE
1938,ASSISTANT DIRECTOR,Hal Walker,Souls at Sea,FALSE
1938,ASSISTANT DIRECTOR,Eric Stacey,A Star Is Born,FALSE
1938,CINEMATOGRAPHY,Gregg Toland,Dead End,FALSE
1938,CINEMATOGRAPHY,Karl Freund,The Good Earth,TRUE
1938,CINEMATOGRAPHY,Joseph Valentine,Wings over Honolulu,FALSE
1938,DANCE DIRECTION,Busby Berkeley,Varsity Show,FALSE
1938,DANCE DIRECTION,Bobby Connolly,"Ready, Willing and Able",FALSE
1938,DANCE DIRECTION,Dave Gould,A Day at the Races,FALSE
1938,DANCE DIRECTION,Sammy Lee,Ali Baba Goes to Town,FALSE
1938,DANCE DIRECTION,Harry Losee,Thin Ice,FALSE
1938,DANCE DIRECTION,Hermes Pan,A Damsel in Distress,TRUE
1938,DANCE DIRECTION,LeRoy Prinz,Waikiki Wedding,FALSE
1938,DIRECTING,Leo McCarey,The Awful Truth,TRUE
1938,DIRECTING,Sidney Franklin,The Good Earth,FALSE
1938,DIRECTING,William Dieterle,The Life of Emile Zola,FALSE
1938,DIRECTING,Gregory La Cava,Stage Door,FALSE
1938,DIRECTING,William Wellman,A Star Is Born,FALSE
1938,FILM EDITING,Al Clark,The Awful Truth,FALSE
1938,FILM EDITING,Elmo Veron,Captains Courageous,FALSE
1938,FILM EDITING,Basil Wrangell,The Good Earth,FALSE
1938,FILM EDITING,"Gene Havlick, Gene Milford",Lost Horizon,TRUE
1938,FILM EDITING,Bernard W. Burton,One Hundred Men and a Girl,FALSE
1938,MUSIC (Scoring),"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)",The Hurricane,FALSE
1938,MUSIC (Scoring),"20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)",In Old Chicago,FALSE
1938,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Life of Emile Zola,FALSE
1938,MUSIC (Scoring),"Columbia Studio Music Department, Morris Stoloff, head of department  (Score by Dimitri Tiomkin)",Lost Horizon,FALSE
1938,MUSIC (Scoring),"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)",Make a Wish,FALSE
1938,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Maytime,FALSE
1938,MUSIC (Scoring),"Universal Studio Music Department, Charles Previn, head of department  (no composer credit)",One Hundred Men and a Girl,TRUE
1938,MUSIC (Scoring),"Republic Studio Music Department, Alberto Colombo, head of department  (Score by Alberto Colombo)",Portia on Trial,FALSE
1938,MUSIC (Scoring),"Selznick International Pictures Music Department, Alfred Newman, musical director  (Score by Alfred Newman)",The Prisoner of Zenda,FALSE
1938,MUSIC (Scoring),"RKO Radio Studio Music Department, Roy Webb, musical director  (Score by Roy Webb)",Quality Street,FALSE
1938,MUSIC (Scoring),"Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith)",Snow White and the Seven Dwarfs,FALSE
1938,MUSIC (Scoring),"Grand National Studio Music Department, C. Bakaleinikoff, musical director  (Score by Victor Schertzinger)",Something to Sing About,FALSE
1938,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by W. Franke Harling and Milan Roder)",Souls at Sea,FALSE
1938,MUSIC (Scoring),"Hal Roach Studio Music Department, Marvin Hatley, head of department  (Score by Marvin Hatley)",Way Out West,FALSE
1938,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Mr. Dodd Takes the Air,FALSE
1938,MUSIC (Song),Music and Lyrics by Harry Owens,Waikiki Wedding,TRUE
1938,MUSIC (Song),Music by Sammy Fain; Lyrics by Lew Brown,Walter Wanger's Vogues of 1938,FALSE
1938,MUSIC (Song),Music by George Gershwin; Lyrics by Ira Gershwin,Shall We Dance,FALSE
1938,MUSIC (Song),Music by Frederick Hollander; Lyrics by Leo Robin,Artists and Models,FALSE
1938,OUTSTANDING PRODUCTION,Columbia,The Awful Truth,FALSE
1938,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Captains Courageous,FALSE
1938,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dead End,FALSE
1938,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Good Earth,FALSE
1938,OUTSTANDING PRODUCTION,20th Century-Fox,In Old Chicago,FALSE
1938,OUTSTANDING PRODUCTION,Warner Bros.,The Life of Emile Zola,TRUE
1938,OUTSTANDING PRODUCTION,Columbia,Lost Horizon,FALSE
1938,OUTSTANDING PRODUCTION,Universal,One Hundred Men and a Girl,FALSE
1938,OUTSTANDING PRODUCTION,RKO Radio,Stage Door,FALSE
1938,OUTSTANDING PRODUCTION,Selznick International Pictures,A Star Is Born,FALSE
1938,SHORT SUBJECT (Cartoon),Paramount,Educated Fish,FALSE
1938,SHORT SUBJECT (Cartoon),"Charles Mintz, Producer",The Little Match Girl,FALSE
1938,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Old Mill,TRUE
1938,SHORT SUBJECT (Color),Warner Bros.,The Man without a Country,FALSE
1938,SHORT SUBJECT (Color),"Pete Smith, Producer",Penny Wisdom,TRUE
1938,SHORT SUBJECT (Color),Paramount,Popular Science J-7-1,FALSE
1938,SHORT SUBJECT (One-reel),Metro-Goldwyn-Mayer,A Night at the Movies,FALSE
1938,SHORT SUBJECT (One-reel),Skibo Productions,The Private Life of the Gannets,TRUE
1938,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Romance of Radium,FALSE
1938,SHORT SUBJECT (Two-reel),RKO Radio,Deep South,FALSE
1938,SHORT SUBJECT (Two-reel),RKO Radio,Should Wives Work?,FALSE
1938,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,Torture Money,TRUE
1938,SOUND RECORDING,"Grand National Studio Sound Department, A. E. Kaye, Sound Director",The Girl Said No,FALSE
1938,SOUND RECORDING,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",Hitting a New High,FALSE
1938,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Hurricane,TRUE
1938,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",In Old Chicago,FALSE
1938,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",The Life of Emile Zola,FALSE
1938,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Lost Horizon,FALSE
1938,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Maytime,FALSE
1938,SOUND RECORDING,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",One Hundred Men and a Girl,FALSE
1938,SOUND RECORDING,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",Topper,FALSE
1938,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Wells Fargo,FALSE
1938,WRITING,Robert Lord,Black Legion,FALSE
1938,WRITING,Niven Busch,In Old Chicago,FALSE
1938,WRITING,"Heinz Herald, Geza Herczeg",The Life of Emile Zola,FALSE
1938,WRITING,Hans Kraly,One Hundred Men and a Girl,FALSE
1938,WRITING,"William A. Wellman, Robert Carson",A Star Is Born,TRUE
1938,WRITING (Screenplay),Vina Delmar,The Awful Truth,FALSE
1938,WRITING (Screenplay),"John Lee Mahin, Marc Connelly, Dale Van Every",Captains Courageous,FALSE
1938,WRITING (Screenplay),"Norman Reilly Raine, Heinz Herald, Geza Herczeg",The Life of Emile Zola,TRUE
1938,WRITING (Screenplay),"Morris Ryskind, Anthony Veiller",Stage Door,FALSE
1938,WRITING (Screenplay),"Dorothy Parker, Alan Campbell, Robert Carson",A Star Is Born,FALSE
1938,SPECIAL AWARD, Mack Sennett,,TRUE
1938,SPECIAL AWARD, Edgar Bergen for his outstanding comedy creation,,TRUE
1938,SPECIAL AWARD, The Museum of Modern Art Film Library for its significant work in collecting films dating from 1895 to the present and for the first time making available to the public the means of studying the historical and aesthetic development of the motion picture as one of the major arts.,,TRUE
1938,SPECIAL AWARD, W. Howard Greene for the color photography of A Star Is Born.  (This Award was recommended by a committee of leading cinematographers after viewing all the color pictures made during the year.),,TRUE
1938,IRVING G. THALBERG MEMORIAL AWARD,Darryl F. Zanuck,,TRUE
1939,ACTOR,Charles Boyer,Algiers,FALSE
1939,ACTOR,James Cagney,Angels with Dirty Faces,FALSE
1939,ACTOR,Robert Donat,The Citadel,FALSE
1939,ACTOR,Leslie Howard,Pygmalion,FALSE
1939,ACTOR,Spencer Tracy,Boys Town,TRUE
1939,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Kentucky,TRUE
1939,ACTOR IN A SUPPORTING ROLE,John Garfield,Four Daughters,FALSE
1939,ACTOR IN A SUPPORTING ROLE,Gene Lockhart,Algiers,FALSE
1939,ACTOR IN A SUPPORTING ROLE,Robert Morley,Marie Antoinette,FALSE
1939,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,If I Were King,FALSE
1939,ACTRESS,Fay Bainter,White Banners,FALSE
1939,ACTRESS,Bette Davis,Jezebel,TRUE
1939,ACTRESS,Wendy Hiller,Pygmalion,FALSE
1939,ACTRESS,Norma Shearer,Marie Antoinette,FALSE
